,Unnamed: 0,Area,Average_household_size,Average_number_of_vehicles_per_apartment,Average_number_of_vehicles_per_house_condo,Median_age_of_females,Median_age_of_males,Median_household_income,Median_rent,Neighborhood_Name,Percentage_of_family_households,Percentage_of_foreign_born_residents,Percentage_of_married_couple_families,Percentage_of_married_couple_families_with_children,Percentage_of_native_residents_born_outside_the_US,Percentage_of_never_married_females_Over_15,Percentage_of_never_married_males_Over_15,Percentage_of_people_born_in_another_state,Percentage_of_people_born_in_the_state,Percentage_of_people_that_do_not_speak_english,Percentage_of_single_mother_households,Percentage_of_units_with_a_mortgage,Population,Population_density,Population_of_males,Address,coords,lat,lon
617,952,0.008,3.2,1.1,1.9,46.1,42.4,34857,611,Hillsborough Heights,44.4,3.8,42.3,32.3,4.9,19.4,31.7,24.5,66.8,0.0,178.2,67.0,20,2491,9,"Hillsborough Heights,Tampa,FL","(27.99062915, -82.4563344)",27.99062915,-82.4563344
618,953,0.013999999999999999,3.7,1.5,2.1,37.6,23.5,41645,747,Hillsborough River Estates,70.0,17.1,44.8,12.0,8.8,17.3,25.1,27.8,46.3,12.5,14.9,74.7,58,4156,31,"Hillsborough River Estates,Tampa,FL","(27.99062915, -82.4563344)",27.99062915,-82.4563344
619,955,0.024,3.0,2.2,2.3,45.2,39.5,81827,981,Hilltop Acres,62.1,15.1,62.8,24.7,2.4,12.9,13.5,39.3,43.2,2.4,1.7,77.7,218,9080,108,"Hilltop Acres,Tampa,FL","(27.9913756, -82.4112573)",27.9913756,-82.4112573
620,957,0.013999999999999999,3.2,0.5,38.2,36.1,23.6,36765,762,Himes Avenue Estates,71.3,38.6,42.9,13.8,3.9,15.1,36.4,20.7,36.9,8.1,13.1,11.1,105,7651,61,"Himes Avenue Estates,Tampa,FL","(27.874125, -82.5022368)",27.874125,-82.5022368
621,958,0.003,2.2,1.1,14.0,29.4,27.6,38214,773,Himes Office Park,40.0,15.7,19.8,15.7,8.2,26.3,23.9,35.7,40.4,0.0,29.5,25.5,17,5122,8,"Himes Office Park,Tampa,FL","(27.874125, -82.5022368)",27.874125,-82.5022368
623,960,0.52,1.9,0.9,1.3,37.1,46.6,29465,833,Historic Ybor,18.6,12.3,11.3,2.3,7.2,28.5,31.9,32.5,48.0,8.0,60.1,56.1,1417,2723,733,"Historic Ybor,Tampa,FL","(27.96214635, -82.4398389944928)",27.96214635,-82.4398389944928
626,964,0.04,2.4,1.6,1.1,27.8,30.5,50340,978,Holiday Village,35.7,31.4,14.5,9.4,4.0,25.8,35.8,31.2,33.5,2.8,18.9,81.8,271,6783,148,"Holiday Village,Tampa,FL","(27.951785, -82.524625)",27.951785,-82.524625
627,966,0.035,3.1,3.8,0.3,38.5,32.0,67165,1124,Holly Park,20.4,31.4,56.3,29.8,4.0,9.3,29.0,31.2,33.5,29.2,8.2,91.8,241,6856,140,"Holly Park,Tampa,FL","(28.0663215, -82.4030511)",28.0663215,-82.4030511
628,967,0.023,2.2,1.5,2.0,31.8,32.4,47253,829,Hollyglen Village,42.2,27.8,25.4,31.2,8.0,28.0,15.8,32.8,31.4,6.0,6.4,85.8,72,3107,30,"Hollyglen Village,Tampa,FL","(28.0663215, -82.4030511)",28.0663215,-82.4030511
629,968,0.005,2.9,1.3,1.7,33.4,38.6,52375,828,Hollywood Park,53.9,17.8,50.3,35.5,6.5,6.4,9.4,31.5,44.2,0.0,2.0,73.1,10,2149,4,"Hollywood Park,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
630,969,0.037000000000000005,3.0,0.4,5.9,30.7,25.6,15939,598,Homestead,61.7,15.7,6.0,6.9,4.2,44.5,21.5,20.0,60.1,8.0,30.8,50.0,160,4354,49,"Homestead,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
632,973,0.002,3.3,1.6,1.4,46.5,33.2,35547,1092,Horizon Place,43.3,38.6,18.5,61.3,4.0,16.5,23.7,14.4,42.9,0.0,36.5,51.6,4,2334,1,"Horizon Place,Tampa,FL","(28.0640672, -82.4217261304846)",28.0640672,-82.4217261304846
633,974,0.008,32.0,1.8,1.9,30.9,30.8,135985,1620,Howard Terrace,60.6,6.9,48.0,30.4,0.4,12.4,16.1,48.8,43.9,0.0,2.7,81.5,31,3907,14,"Howard Terrace,Tampa,FL","(27.9517179, -82.4829832)",27.9517179,-82.4829832
634,976,0.006999999999999999,2.1,1.1,1.9,45.1,43.5,63750,736,Hudson Terrace,40.1,6.9,51.1,36.6,7.1,8.1,8.1,53.4,32.6,0.0,1.8,65.1,19,2595,9,"Hudson Terrace,Tampa,FL","(27.9173315, -82.4530037)",27.9173315,-82.4530037
635,982,0.047,2.3,0.9,1.9,56.2,51.2,69219,998,Hunters Lake,45.7,14.2,61.9,40.7,1.7,9.9,10.9,40.9,43.3,2.3,1.5,67.5,139,2954,67,"Hunters Lake,Tampa,FL","(28.1344271, -82.3554584)",28.1344271,-82.3554584
636,983,0.006999999999999999,3.8,1.5,2.1,57.4,55.2,89967,1285,Hunters Run,58.0,13.4,70.7,29.7,1.7,5.9,10.6,47.8,37.1,0.0,143.4,65.0,113,17195,58,"Hunters Run,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
637,984,0.016,1.7,1.0,1.0,51.5,34.6,31618,853,Huntington of Carrollwood,32.3,31.2,20.6,90.6,11.6,3.0,43.8,31.2,26.0,13.0,60.5,45.1,23,1445,14,"Huntington of Carrollwood,Tampa,FL","(28.138212, -82.331776)",28.138212,-82.331776
638,988,0.012,1.9,1.6,1.7,26.8,40.4,94049,1267,Hyde Park Place,27.1,8.3,26.5,19.9,3.0,28.7,26.3,58.5,30.1,0.0,21.3,89.7,51,4210,23,"Hyde Park Place,Tampa,FL","(27.941147, -82.461016)",27.941147,-82.461016
639,990,0.002,1.9,1.6,1.7,26.8,40.4,94049,1267,Hyde Park Towers Condo,27.1,8.3,26.5,20.0,3.0,28.7,26.3,58.5,30.1,0.0,21.4,89.7,7,4339,3,"Hyde Park Towers Condo,Tampa,FL","(27.94034575, -82.4643957422701)",27.94034575,-82.4643957422701
640,993,0.003,2.8,1.1,1.8,29.2,34.3,94408,954,Ida Heights,35.6,11.1,45.6,23.9,1.8,22.7,15.6,43.7,43.4,0.0,1.5,78.1,20,6887,8,"Ida Heights,Tampa,FL","(27.982408, -82.444997)",27.982408,-82.444997
643,999,0.013000000000000001,3.3,2.3,2.2,51.7,51.2,69333,894,Indian Head,59.5,14.3,73.2,26.9,3.6,3.2,14.4,46.6,35.5,0.0,9.7,82.7,3,234,2,"Indian Head,Tampa,FL","(27.955701, -82.451296)",27.955701,-82.451296
644,1000,0.025,3.6,9.4,1.9,34.0,35.7,66250,1134,Indian Lakes,84.6,18.6,62.3,15.1,6.7,19.5,19.8,39.4,35.3,0.0,5.0,77.5,24,950,11,"Indian Lakes,Tampa,FL","(27.8525711, -82.4914325)",27.8525711,-82.4914325
645,1001,0.016,3.3,2.3,2.2,51.7,51.2,69333,894,Indian Mound Estates,59.5,14.3,73.2,26.2,3.6,3.2,14.4,46.6,35.5,0.0,9.5,82.7,4,246,2,"Indian Mound Estates,Tampa,FL","(27.8525711, -82.4914325)",27.8525711,-82.4914325
646,1002,0.024,3.3,2.3,2.2,51.7,51.2,69333,894,Indian Mound Village,59.5,14.3,73.2,22.3,3.6,3.2,14.4,46.6,35.5,0.0,8.1,82.7,7,286,3,"Indian Mound Village,Tampa,FL","(27.8525711, -82.4914325)",27.8525711,-82.4914325
647,1003,0.047,29.6,1.5,2.1,45.7,45.6,74539,1228,Indian Oaks,61.8,21.1,45.0,18.6,7.7,19.6,23.9,34.0,37.2,8.4,8.3,72.6,115,2470,57,"Indian Oaks,Tampa,FL","(27.8525711, -82.4914325)",27.8525711,-82.4914325
648,1005,0.085,7.3,1.2,1.5,29.3,33.0,25525,458,Inglewood Park,46.7,19.1,34.1,12.8,10.9,21.1,13.9,24.9,45.1,2.4,21.0,59.5,32,374,15,"Inglewood Park,Tampa,FL","(27.9647591, -82.4436441)",27.9647591,-82.4436441
650,1008,0.006,2.5,1.9,1.6,39.5,38.9,49167,920,Iroquois Park,49.6,5.8,29.7,35.0,5.0,22.1,21.8,41.6,47.6,3.6,6.4,71.5,29,5082,13,"Iroquois Park,Tampa,FL","(27.9647591, -82.4436441)",27.9647591,-82.4436441
652,1012,0.017,1.7,1.2,1.5,30.4,33.3,100469,1692,Island Homes,23.8,9.6,19.4,40.3,3.1,26.1,25.3,61.8,25.5,0.0,15.4,64.4,88,5252,43,"Island Homes,Tampa,FL","(27.9375201, -82.4508048)",27.9375201,-82.4508048
653,1014,0.025,1.7,1.2,1.5,30.4,33.3,100469,1692,Island Place Condo,23.8,9.6,19.4,40.3,3.1,26.1,25.3,61.8,25.5,0.0,15.3,64.4,130,5245,64,"Island Place Condo,Tampa,FL","(27.9791649, -82.5349276153517)",27.9791649,-82.5349276153517
654,1015,0.003,1.7,1.2,1.5,30.4,33.3,100469,1692,Island Place,23.8,9.6,19.4,41.0,3.1,26.1,25.3,61.8,25.5,0.0,15.6,64.4,13,4821,6,"Island Place,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
655,1016,0.027999999999999997,1.7,1.2,1.5,30.4,33.3,100469,1692,Island Walk Condo,23.8,9.6,19.4,40.2,3.1,26.1,25.3,61.8,25.5,0.0,15.3,64.4,148,5235,73,"Island Walk Condo,Tampa,FL","(27.9402458, -82.4508933)",27.9402458,-82.4508933
656,1018,0.003,2.4,1.1,1.3,40.8,35.1,42833,775,Ivy Townvillas,19.9,41.4,28.6,25.9,3.3,5.2,25.2,18.1,37.2,0.0,7.9,29.5,15,5709,8,"Ivy Townvillas,Tampa,FL","(27.998481, -82.499415)",27.998481,-82.499415
657,1019,0.006999999999999999,2.6,0.8,1.8,44.0,38.9,30978,839,J Diaz Acres,50.6,36.1,38.8,27.1,9.5,5.0,9.5,12.7,41.7,0.0,14.7,43.3,11,1493,5,"J Diaz Acres,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
658,1020,0.195,2.8,5.8,0.5,47.2,46.7,54149,804,J R Manor,52.2,43.9,56.9,32.4,10.0,12.7,13.4,22.0,24.1,17.2,3.1,67.2,791,4053,325,"J R Manor,Tampa,FL","(27.9737258, -82.5363705)",27.9737258,-82.5363705
659,1022,0.013000000000000001,2.0,1.2,1.7,33.5,41.7,45500,638,Jackson Court,37.6,5.8,23.0,7.5,5.0,14.9,27.4,41.6,47.6,0.0,10.9,67.2,49,3643,26,"Jackson Court,Tampa,FL","(27.979784, -82.423972)",27.979784,-82.423972
660,1023,0.019,2.9,1.1,1.6,39.6,30.9,27204,773,Jackson Height,44.2,9.6,25.9,7.3,2.5,18.1,26.5,19.9,67.9,0.0,25.0,66.4,26,1394,13,"Jackson Height,Tampa,FL","(27.9479402, -82.4547224)",27.9479402,-82.4547224
661,1024,0.013999999999999999,2.9,1.4,1.8,42.3,40.5,37045,845,Jackson Heights Annex,49.3,13.7,44.7,22.7,2.7,15.0,19.4,21.0,62.6,0.0,10.6,62.7,25,1749,11,"Jackson Heights Annex,Tampa,FL","(27.9796, -82.416)",27.9796,-82.416
662,1025,0.066,1.5,0.4,1.1,16.1,10.9,10597,336,Jackson Heights,37.8,6.0,5.7,6.3,3.5,31.4,19.6,14.8,75.7,1.2,38.5,61.2,46,694,18,"Jackson Heights,Tampa,FL","(27.9796, -82.416)",27.9796,-82.416
663,1027,0.003,2.9,1.2,1.6,36.2,45.3,51116,808,Jane Terrace,41.5,18.7,41.5,36.6,6.2,13.8,26.3,44.4,30.7,0.0,20.3,63.0,10,3231,5,"Jane Terrace,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
664,1028,0.008,1.6,1.1,1.3,31.9,25.6,36458,654,Jasmine Pond,39.5,31.2,27.5,126.5,11.6,7.2,33.7,31.2,26.0,5.3,21.3,57.6,15,1938,8,"Jasmine Pond,Tampa,FL","(28.0435407, -82.4495251)",28.0435407,-82.4495251
665,1029,0.006,1.7,2.8,2.4,53.0,53.8,135985,1168,Jean Place,58.7,6.9,60.6,36.0,0.4,4.1,26.2,48.8,43.9,0.0,22.9,46.2,7,1196,2,"Jean Place,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
666,1030,0.003,2.6,1.4,2.2,33.8,33.9,47101,816,Jeanine Manor,59.9,14.4,43.5,27.9,7.2,17.7,18.6,35.2,43.1,0.0,10.1,72.3,16,4804,7,"Jeanine Manor,Tampa,FL","(27.9737258, -82.5363705)",27.9737258,-82.5363705
